id,track_name,artist_name,genre,year,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness
1,Feel Good Inc.,Gorillaz,Hip-Hop,2023,0.818,0.705,0.772,138.559,0.00836,0.00233,0.613,0.177
2,Rhinestone Eyes,Gorillaz,Pop,2023,0.676,0.703,0.852,92.761,0.0869,0.000687,0.0463,0.0302
3,New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,Pop,2023,0.695,0.923,0.551,108.014,0.0425,0.0469,0.116,0.0522
4,On Melancholy Hill,Gorillaz,Electronic,2023,0.689,0.739,0.578,120.423,1.51e-05,0.509,0.064,0.026
5,Clint Eastwood,Gorillaz,Hip-Hop,2023,0.663,0.694,0.525,167.953,0.0253,0.0,0.0698,0.171
6,DARE,Gorillaz,Pop,2023,0.76,0.891,0.966,120.264,0.0229,0.0869,0.298,0.0372
7,New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,Gorillaz,Pop,2023,0.716,0.897,0.358,127.03,0.012,0.262,0.325,0.0629
8,She's My Collar (feat. Kali Uchis),Gorillaz,Pop,2023,0.726,0.815,0.462,140.158,0.00799,0.081,0.112,0.0313
9,Cracker Island (feat. Thundercat),Gorillaz,Pop,2023,0.741,0.913,0.643,120.012,0.00343,0.103,0.325,0.0465
10,Dirty Harry,Gorillaz,Hip-Hop,2023,0.625,0.877,0.865,192.296,0.0315,0.0811,0.672,0.162
11,Californication,Red Hot Chili Peppers,Rock,2023,0.592,0.767,0.328,96.483,0.0021,0.00165,0.127,0.027
12,Under the Bridge,Red Hot Chili Peppers,Pop,2023,0.559,0.345,0.458,84.581,0.0576,0.000105,0.141,0.0459
13,Can't Stop,Red Hot Chili Peppers,Pop,2023,0.618,0.938,0.875,91.455,0.0179,0.0,0.167,0.0456
14,Scar Tissue,Red Hot Chili Peppers,Rock,2023,0.595,0.717,0.547,88.969,0.0779,0.00274,0.108,0.0295
15,Otherside,Red Hot Chili Peppers,Rock,2023,0.458,0.795,0.513,123.229,0.00316,0.000202,0.0756,0.0574
16,Snow (Hey Oh),Red Hot Chili Peppers,Rock,2023,0.427,0.9,0.599,104.655,0.116,1.75e-05,0.119,0.0499
17,Dani California,Red Hot Chili Peppers,Rock,2023,0.556,0.913,0.73,96.184,0.0193,8.59e-06,0.346,0.0437
18,By the Way,Red Hot Chili Peppers,Rock,2023,0.451,0.97,0.198,122.444,0.0264,0.00355,0.102,0.107
19,Give It Away,Red Hot Chili Peppers,Pop,2023,0.666,0.936,0.776,91.577,0.00244,0.086,0.153,0.0476
20,Dark Necessities,Red Hot Chili Peppers,Pop,2023,0.7,0.742,0.197,91.959,0.0722,0.0199,0.11,0.0716
21,In Da Club,50 Cent,Hip-Hop,2023,0.902,0.72,0.805,90.059,0.26,0.0,0.0749,0.347
22,Candy Shop,50 Cent,Hip-Hop,2023,0.614,0.574,0.755,125.173,0.0253,3.2e-05,0.38,0.466
23,Just A Lil Bit,50 Cent,Pop,2023,0.489,0.692,0.527,96.946,0.0322,0.00608,0.315,0.41
24,P.I.M.P.,50 Cent,Hip-Hop,2023,0.7,0.758,0.889,78.693,0.0444,1.3e-05,0.0401,0.342
25,Many Men (Wish Death),50 Cent,Hip-Hop,2023,0.653,0.826,0.416,108.52,0.0153,0.00146,0.131,0.354
26,Disco Inferno,50 Cent,Hip-Hop,2023,0.925,0.659,0.71,97.018,0.206,7.88e-05,0.279,0.231
27,21 Questions,50 Cent,Pop,2023,0.576,0.807,0.908,90.012,0.353,0.000363,0.0512,0.317
28,Is This Love ('09) (feat. 50 Cent),50 Cent,Hip-Hop,2023,0.853,0.776,0.659,94.028,0.0714,0.0,0.181,0.261
29,If I Can't,50 Cent,Hip-Hop,2023,0.892,0.631,0.838,93.975,0.244,0.0,0.0235,0.302
30,Best Friend - Remix,50 Cent,Pop,2023,0.545,0.64,0.574,181.733,0.368,0.0,0.111,0.308
31,Enter Sandman (Remastered),Metallica,Rock,2023,0.566,0.834,0.621,123.296,0.00277,0.008,0.0625,0.0298
32,Nothing Else Matters (Remastered),Metallica,Pop,2023,0.547,0.394,0.17,142.37,0.0522,6.4e-06,0.0795,0.0262
33,Master of Puppets (Remastered),Metallica,Electronic,2023,0.539,0.828,0.562,105.25,0.00067,0.421,0.154,0.035
34,Whiskey In The Jar,Metallica,Rock,2023,0.511,0.972,0.532,132.97,5.36e-06,0.00101,0.19,0.0413
35,The Unforgiven (Remastered),Metallica,Pop,2023,0.531,0.583,0.207,139.503,0.0184,0.00624,0.255,0.0256
36,One (Remastered),Metallica,Pop,2023,0.438,0.687,0.426,103.01,0.000668,0.0801,0.42,0.0619
37,For Whom The Bell Tolls (Remastered),Metallica,Rock,2023,0.512,0.86,0.258,117.909,0.00631,0.00528,0.0652,0.0703
38,Lux Æterna,Metallica,Rock,2023,0.386,0.996,0.188,130.573,1.15e-05,0.000836,0.116,0.0754
39,Sad But True (Remastered),Metallica,Pop,2023,0.624,0.876,0.453,89.24,0.000926,0.00164,0.0561,0.0342
40,Screaming Suicide,Metallica,Rock,2023,0.425,0.972,0.282,101.125,2.42e-05,0.0202,0.239,0.045
41,Yellow,Coldplay,Pop,2023,0.429,0.661,0.285,173.372,0.00239,0.000121,0.234,0.0281
42,Viva La Vida,Coldplay,Pop,2023,0.486,0.617,0.417,138.015,0.0954,3.23e-06,0.109,0.0287
43,Sparks,Coldplay,Folk,2023,0.371,0.268,0.165,102.617,0.748,0.0517,0.104,0.0281
44,Something Just Like This,Coldplay,Pop,2023,0.617,0.635,0.446,103.019,0.0498,1.44e-05,0.164,0.0317
45,The Scientist,Coldplay,R&B,2023,0.557,0.442,0.213,146.277,0.731,1.46e-05,0.11,0.0243
46,A Sky Full of Stars,Coldplay,Pop,2023,0.545,0.675,0.162,124.97,0.00617,0.00197,0.209,0.0279
47,Paradise,Coldplay,Pop,2023,0.449,0.585,0.212,139.631,0.0509,8.75e-05,0.0833,0.0268
48,Hymn for the Weekend,Coldplay,Pop,2023,0.491,0.693,0.412,90.027,0.211,6.92e-06,0.325,0.0377
49,My Universe,Coldplay,Rock,2023,0.573,0.711,0.47,105.006,0.0114,0.0,0.328,0.0406
50,Fix You,Coldplay,Pop,2023,0.209,0.417,0.124,138.178,0.164,0.00196,0.113,0.0338
51,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,Pop,2023,0.794,0.811,0.862,116.047,0.0426,1.07e-06,0.101,0.038
52,One More Time,Daft Punk,Pop,2023,0.613,0.697,0.476,122.746,0.0194,0.0,0.332,0.133
53,Instant Crush (feat. Julian Casablancas),Daft Punk,Electronic,2023,0.775,0.585,0.518,109.942,0.0422,0.619,0.077,0.0271
54,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Pop,2023,0.81,0.793,0.863,116.05,0.0378,1.77e-06,0.072,0.0403
55,Around the World,Daft Punk,Electronic,2023,0.956,0.795,0.841,121.294,0.00356,0.889,0.0906,0.15
56,"Harder, Better, Faster, Stronger",Daft Punk,Pop,2023,0.817,0.716,0.692,123.474,0.0427,0.00263,0.358,0.144
57,Something About Us,Daft Punk,Jazz,2023,0.875,0.475,0.384,99.958,0.44,0.72,0.046,0.0986
58,Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,Pop,2023,0.832,0.659,0.674,100.163,0.0839,0.00114,0.0753,0.057
59,Veridis Quo,Daft Punk,R&B,2023,0.605,0.687,0.12,106.896,0.479,0.949,0.104,0.045
60,Digital Love,Daft Punk,Electronic,2023,0.644,0.664,0.53,124.726,0.048,0.867,0.342,0.0332
61,In the End,Linkin Park,Rock,2023,0.556,0.864,0.4,105.143,0.00958,0.0,0.209,0.0584
62,Numb,Linkin Park,Rock,2023,0.496,0.863,0.243,110.018,0.0046,0.0,0.639,0.0381
63,What I've Done,Linkin Park,Pop,2023,0.623,0.93,0.287,120.119,0.0141,1.64e-06,0.138,0.0324
64,Numb / Encore,Linkin Park,Hip-Hop,2023,0.687,0.793,0.751,107.045,0.0603,0.0,0.582,0.166
65,One Step Closer,Linkin Park,Rock,2023,0.492,0.969,0.538,95.136,0.0014,1.32e-06,0.0787,0.0491
66,Faint,Linkin Park,Rock,2023,0.554,0.978,0.594,135.095,0.111,0.0,0.0731,0.131
67,Bleed It Out,Linkin Park,Rock,2023,0.529,0.967,0.596,140.127,0.114,0.0,0.61,0.0508
68,Papercut,Linkin Park,Rock,2023,0.524,0.939,0.661,150.184,0.00022,0.0,0.623,0.113
69,Crawling,Linkin Park,Rock,2023,0.58,0.702,0.299,105.076,0.0466,3.2e-06,0.536,0.0337
70,BURN IT DOWN,Linkin Park,Rock,2023,0.585,0.972,0.585,110.006,0.0143,0.0,0.0707,0.0534
71,Creep,Radiohead,Pop,2023,0.515,0.43,0.104,91.844,0.0097,0.000133,0.129,0.0372
72,No Surprises,Radiohead,Pop,2023,0.255,0.393,0.118,76.426,0.0577,0.00361,0.113,0.0278
73,Karma Police,Radiohead,Pop,2023,0.36,0.501,0.324,74.807,0.0638,9.32e-05,0.172,0.0258
74,High and Dry,Radiohead,Pop,2023,0.419,0.383,0.35,87.568,0.0724,0.0176,0.0896,0.0256
75,Exit Music (For A Film),Radiohead,Pop,2023,0.293,0.276,0.195,121.603,0.224,0.122,0.167,0.0349
76,Weird Fishes/ Arpeggi,Radiohead,R&B,2023,0.531,0.61,0.199,152.958,0.772,0.756,0.0908,0.0387
77,Jigsaw Falling Into Place,Radiohead,Rock,2023,0.462,0.832,0.807,165.653,0.108,0.00416,0.0741,0.0479
78,Fake Plastic Trees,Radiohead,Pop,2023,0.463,0.229,0.135,73.543,0.167,0.0997,0.202,0.0297
79,Just,Radiohead,Rock,2023,0.291,0.767,0.359,175.702,0.000401,0.012,0.0763,0.0862
80,Nude,Radiohead,Classical,2023,0.516,0.342,0.167,128.378,0.832,0.579,0.0857,0.0342
81,Highway to Hell,AC/DC,Rock,2023,0.574,0.913,0.423,115.728,0.061,0.00158,0.156,0.133
82,Thunderstruck,AC/DC,Rock,2023,0.502,0.89,0.259,133.52,0.000147,0.0117,0.217,0.0364
83,Back In Black,AC/DC,Pop,2023,0.31,0.7,0.763,188.386,0.011,0.00965,0.0828,0.047
84,You Shook Me All Night Long,AC/DC,Rock,2023,0.532,0.767,0.755,127.361,0.00287,0.000513,0.39,0.0574
85,T.N.T.,AC/DC,Hip-Hop,2023,0.754,0.759,0.435,126.366,0.153,0.000108,0.101,0.302
86,Hells Bells,AC/DC,Rock,2023,0.389,0.873,0.303,106.767,0.00532,0.0055,0.273,0.0475
87,Dirty Deeds Done Dirt Cheap,AC/DC,Hip-Hop,2023,0.668,0.906,0.507,135.653,0.214,0.00245,0.135,0.17
88,Shoot to Thrill,AC/DC,Rock,2023,0.457,0.904,0.48,141.038,0.000239,0.0879,0.396,0.0747
89,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,Rock,2023,0.456,0.863,0.532,135.962,0.133,0.0538,0.0553,0.0894
90,Rock N Roll Train,AC/DC,Rock,2023,0.547,0.931,0.697,118.4,0.000998,0.0118,0.278,0.0615
91,I Gotta Feeling,Black Eyed Peas,Pop,2023,0.744,0.766,0.61,127.966,0.0873,0.0,0.509,0.0265
92,DON'T YOU WORRY,Black Eyed Peas,Pop,2023,0.831,0.868,0.483,131.971,0.176,0.0,0.184,0.0325
93,Where Is The Love?,Black Eyed Peas,Hip-Hop,2023,0.834,0.699,0.809,94.086,0.111,0.0,0.131,0.178
94,Just Can’t Get Enough,Black Eyed Peas,Hip-Hop,2023,0.659,0.628,0.262,94.05,0.186,0.0,0.105,0.179
95,GIRL LIKE ME,Black Eyed Peas,Hip-Hop,2023,0.965,0.485,0.312,124.025,0.0206,0.0237,0.0655,0.191
96,Pump It,Black Eyed Peas,Hip-Hop,2023,0.649,0.931,0.744,153.645,0.0093,0.0,0.751,0.181
97,Pump It Louder,Black Eyed Peas,Hip-Hop,2023,0.66,0.942,0.543,126.017,0.00789,1.76e-05,0.834,0.185
98,Meet Me Halfway,Black Eyed Peas,Latin,2023,0.798,0.629,0.4,130.002,0.00474,2.29e-05,0.324,0.0735
99,RITMO (Bad Boys For Life),Black Eyed Peas,Pop,2023,0.732,0.716,0.666,105.093,0.0295,0.000758,0.73,0.0561
100,SIMPLY THE BEST,Black Eyed Peas,Pop,2023,0.872,0.789,0.646,126.042,0.203,2.39e-05,0.125,0.132
101,Billie Jean,Michael Jackson,Pop,2023,0.932,0.457,0.884,117.002,0.0173,0.0436,0.0414,0.0541
102,Chicago,Michael Jackson,Hip-Hop,2023,0.608,0.756,0.55,176.086,0.0784,0.0,0.187,0.176
103,Beat It,Michael Jackson,Pop,2023,0.776,0.711,0.901,138.728,0.0242,0.000353,0.234,0.0473
104,Smooth Criminal - 2012 Remaster,Michael Jackson,Electronic,2023,0.853,0.981,0.595,118.193,0.247,0.468,0.306,0.0751
105,Rock with You - Single Version,Michael Jackson,Pop,2023,0.808,0.535,0.848,114.031,0.179,9.91e-05,0.158,0.0353
106,Don't Stop 'Til You Get Enough,Michael Jackson,Pop,2023,0.878,0.821,0.947,118.881,0.126,0.0461,0.183,0.089
107,They Don't Care About Us,Michael Jackson,Pop,2023,0.859,0.905,0.731,89.946,0.205,0.00837,0.322,0.129
108,Remember the Time,Michael Jackson,Pop,2023,0.831,0.921,0.795,108.002,0.153,0.00224,0.305,0.0582
109,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Pop,2023,0.877,0.854,0.54,114.472,0.0544,5.5e-05,0.144,0.147
110,Love Never Felt So Good,Michael Jackson,Pop,2023,0.775,0.719,0.712,117.513,0.132,1.79e-06,0.0662,0.0435
111,Just Give Me a Reason (feat. Nate Ruess),P!nk,R&B,2023,0.778,0.547,0.441,95.002,0.346,0.000302,0.132,0.0489
112,Never Gonna Not Dance Again,P!nk,Pop,2023,0.668,0.802,0.769,113.796,0.0273,0.0,0.163,0.0917
113,Raise Your Glass,P!nk,Pop,2023,0.7,0.709,0.624,122.019,0.0048,0.0,0.029,0.0838
114,Try,P!nk,Pop,2023,0.674,0.628,0.552,103.998,0.00144,0.0,0.0944,0.03
115,So What,P!nk,Rock,2023,0.534,0.87,0.462,126.019,0.000334,0.0,0.241,0.0425
116,What About Us,P!nk,Pop,2023,0.491,0.588,0.193,113.608,0.0281,2.01e-06,0.0906,0.0506
117,Cover Me In Sunshine,P!nk,Pop,2023,0.473,0.592,0.292,159.7,0.0528,0.0,0.131,0.138
118,TRUSTFALL,P!nk,Pop,2023,0.636,0.888,0.25,122.032,0.00162,0.000216,0.147,0.0945
119,Who Knew,P!nk,Pop,2023,0.688,0.734,0.46,140.004,0.00462,0.0,0.0756,0.0274
120,True Love (feat. Lily Allen),P!nk,Rock,2023,0.457,0.823,0.578,192.205,0.00144,0.0,0.108,0.311
121,Mockingbird,Eminem,Hip-Hop,2023,0.637,0.678,0.254,84.039,0.209,0.0,0.156,0.266
122,Without Me,Eminem,Pop,2023,0.908,0.669,0.662,112.238,0.00286,0.0,0.237,0.0738
123,The Real Slim Shady,Eminem,Pop,2023,0.949,0.661,0.76,104.504,0.0302,0.0,0.0454,0.0572
124,Superman,Eminem,Pop,2023,0.802,0.755,0.58,130.027,0.0215,0.0,0.295,0.0564
125,Till I Collapse,Eminem,Rock,2023,0.548,0.847,0.1,171.447,0.0622,0.0,0.0816,0.186
126,Stan,Eminem,Hip-Hop,2023,0.78,0.768,0.507,80.063,0.0371,2.34e-06,0.518,0.238
127,Love The Way You Lie,Eminem,Hip-Hop,2023,0.749,0.925,0.641,86.989,0.241,0.0,0.52,0.227
128,Godzilla (feat. Juice WRLD),Eminem,Hip-Hop,2023,0.808,0.745,0.829,165.995,0.145,0.0,0.292,0.342
129,Sing For The Moment,Eminem,Pop,2023,0.668,0.824,0.185,163.961,0.0017,3.05e-06,0.0426,0.137
130,Not Afraid,Eminem,Hip-Hop,2023,0.855,0.954,0.668,114.635,0.529,0.0,0.205,0.264
131,"Happy - From ""Despicable Me 2""",Pharrell Williams,Hip-Hop,2023,0.647,0.822,0.962,160.019,0.219,0.0,0.0908,0.183
132,Down In Atlanta,Pharrell Williams,Hip-Hop,2023,0.851,0.819,0.903,83.154,0.337,0.000153,0.0658,0.212
133,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Pharrell Williams,Pop,2023,0.893,0.745,0.872,101.018,0.0642,0.0,0.0943,0.0571
134,Cash In Cash Out,Pharrell Williams,Pop,2023,0.877,0.56,0.154,119.971,0.00721,1.45e-06,0.0839,0.0596
135,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Pharrell Williams,Pop,2023,0.81,0.733,0.9,125.975,0.276,6.73e-06,0.288,0.0444
136,Hit Different,Pharrell Williams,Pop,2023,0.679,0.516,0.716,120.074,0.199,0.0,0.0965,0.0452
137,Neon Guts (feat. Pharrell Williams),Pharrell Williams,Pop,2023,0.859,0.563,0.412,119.934,0.0541,0.0,0.0685,0.112
138,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),Pharrell Williams,Hip-Hop,2023,0.827,0.571,0.62,142.034,0.0195,0.0,0.166,0.366
139,Just A Cloud Away,Pharrell Williams,R&B,2023,0.89,0.46,0.677,112.555,0.432,0.0,0.11,0.0359
140,Frontin' (feat. Jay-Z) - Club Mix,Pharrell Williams,R&B,2023,0.894,0.404,0.759,102.009,0.453,1.57e-06,0.0801,0.13
141,lovely (with Khalid),Khalid,Folk,2023,0.351,0.296,0.12,115.284,0.934,0.0,0.095,0.0333
142,Numb,Khalid,Pop,2023,0.912,0.774,0.632,119.966,0.121,0.0127,0.101,0.0455
143,Silence,Khalid,Rock,2023,0.52,0.761,0.286,141.971,0.256,4.96e-06,0.17,0.0853
144,Young Dumb & Broke,Khalid,Latin,2023,0.799,0.539,0.394,136.948,0.199,1.66e-05,0.165,0.0421
145,Eastside (with Halsey & Khalid),Khalid,Hip-Hop,2023,0.632,0.686,0.329,89.949,0.549,0.0,0.2,0.243
146,Better,Khalid,Electronic,2023,0.596,0.552,0.112,97.949,0.0765,0.334,0.104,0.097
147,Location,Khalid,Hip-Hop,2023,0.736,0.449,0.326,80.126,0.33,0.000162,0.0898,0.425
148,8TEEN,Khalid,R&B,2023,0.83,0.585,0.642,105.03,0.225,0.00209,0.0576,0.0366
149,Beautiful People (feat. Khalid),Khalid,Hip-Hop,2023,0.64,0.647,0.546,92.979,0.124,0.0,0.0801,0.186
150,Love Lies (with Normani),Khalid,Latin,2023,0.708,0.648,0.338,143.955,0.0956,0.0,0.134,0.0449
151,"Shakira: Bzrp Music Sessions, Vol. 53",Shakira,R&B,2023,0.778,0.632,0.498,122.104,0.274,0.0,0.0915,0.0493
152,Monotonía,Shakira,R&B,2023,0.873,0.695,0.823,131.963,0.419,1.23e-06,0.211,0.0459
153,Te Felicito,Shakira,Hip-Hop,2023,0.695,0.636,0.575,174.14,0.234,0.0,0.081,0.317
154,Hips Don't Lie (feat. Wyclef Jean),Shakira,Pop,2023,0.778,0.824,0.758,100.024,0.284,0.0,0.405,0.0707
155,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Pop,2023,0.758,0.871,0.753,126.994,0.0062,0.0,0.0663,0.147
156,DON'T YOU WORRY,Shakira,Pop,2023,0.831,0.868,0.483,131.971,0.176,0.0,0.184,0.0325
157,Dia de Enero,Shakira,R&B,2023,0.687,0.361,0.526,165.747,0.35,1.11e-05,0.11,0.0792
158,Chantaje (feat. Maluma),Shakira,Pop,2023,0.852,0.773,0.907,102.034,0.187,3.05e-05,0.159,0.0776
159,Inevitable,Shakira,R&B,2023,0.595,0.461,0.338,91.976,0.269,0.000149,0.123,0.0641
160,Antologia,Shakira,R&B,2023,0.839,0.403,0.575,97.967,0.5,1.81e-06,0.0786,0.0308
161,my ex's best friend (with blackbear),Machine Gun Kelly,Pop,2023,0.731,0.675,0.298,124.939,0.00473,0.0,0.141,0.0434
162,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,Pop,2023,0.628,0.744,0.277,119.921,0.0257,0.0,0.313,0.0379
163,maybe (feat. Bring Me The Horizon),Machine Gun Kelly,Pop,2023,0.601,0.92,0.537,88.014,0.000735,0.0,0.0998,0.0505
164,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,Hip-Hop,2023,0.653,0.718,0.216,82.034,0.00413,0.0,0.0537,0.213
165,forget me too (feat. Halsey),Machine Gun Kelly,Pop,2023,0.654,0.875,0.522,99.975,0.000417,0.0086,0.194,0.0744
166,bloody valentine,Machine Gun Kelly,Rock,2023,0.533,0.858,0.506,160.057,0.00021,0.0,0.148,0.0766
167,Bad Things (with Camila Cabello),Machine Gun Kelly,R&B,2023,0.697,0.691,0.305,137.853,0.214,0.0,0.185,0.146
168,make up sex (feat. blackbear),Machine Gun Kelly,Pop,2023,0.665,0.678,0.682,131.986,0.00156,0.0,0.474,0.0315
169,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",Machine Gun Kelly,Pop,2023,0.721,0.632,0.296,92.057,0.0693,0.0,0.291,0.0358
170,ay! (feat. Lil Wayne),Machine Gun Kelly,Pop,2023,0.742,0.617,0.491,147.002,0.05,5.92e-05,0.0711,0.0345
171,X,Nicky Jam,Rock,2023,0.594,0.749,0.694,179.968,0.0338,0.00106,0.3,0.056
172,El Perdón (with Enrique Iglesias),Nicky Jam,R&B,2023,0.628,0.69,0.66,179.908,0.443,0.0,0.113,0.0511
173,Bella y Sensual,Nicky Jam,Pop,2023,0.635,0.713,0.749,179.864,0.228,0.0,0.0506,0.0937
174,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Nicky Jam,Hip-Hop,2023,0.627,0.849,0.818,89.907,0.0913,0.0,0.145,0.153
175,Cuaderno,Nicky Jam,Hip-Hop,2023,0.681,0.648,0.688,172.02,0.523,0.0,0.104,0.38
176,En La Cama (feat. Daddy Yankee),Nicky Jam,Pop,2023,0.855,0.912,0.885,104.072,0.183,0.0,0.122,0.145
177,Si Te Preguntan...,Nicky Jam,Pop,2023,0.76,0.803,0.922,136.945,0.531,0.0,0.0555,0.0306
178,Hasta el Amanecer,Nicky Jam,R&B,2023,0.832,0.608,0.589,94.013,0.282,0.0,0.0761,0.0385
179,Color Esperanza 2020,Nicky Jam,Rock,2023,0.591,0.785,0.785,106.002,0.161,0.0,0.126,0.161
180,Donde Estan las Gatas,Nicky Jam,Pop,2023,0.827,0.788,0.815,109.933,0.246,0.0,0.0764,0.0831
181,Here Comes The Sun - Remastered 2009,The Beatles,Pop,2023,0.557,0.54,0.394,129.171,0.0339,0.00248,0.179,0.0347
182,Let It Be - Remastered 2009,The Beatles,Folk,2023,0.443,0.403,0.41,143.462,0.631,0.0,0.111,0.0322
183,Come Together - Remastered 2009,The Beatles,Pop,2023,0.533,0.376,0.187,165.007,0.0302,0.248,0.0926,0.0393
184,Yesterday - Remastered 2009,The Beatles,Folk,2023,0.332,0.179,0.315,96.529,0.879,0.0,0.0886,0.0326
185,Twist And Shout - Remastered 2009,The Beatles,Pop,2023,0.482,0.849,0.937,124.631,0.641,7.74e-06,0.0414,0.0452
186,Blackbird - Remastered 2009,The Beatles,R&B,2023,0.686,0.127,0.372,93.699,0.754,1.41e-05,0.0573,0.0342
187,In My Life - Remastered 2009,The Beatles,R&B,2023,0.688,0.435,0.435,103.239,0.449,0.0,0.113,0.0323
188,Hey Jude - Remastered 2015,The Beatles,Pop,2023,0.386,0.607,0.532,147.207,0.0112,1.38e-05,0.088,0.0261
189,I Want To Hold Your Hand - Remastered 2015,The Beatles,Pop,2023,0.49,0.715,0.866,130.726,0.386,0.0,0.311,0.0476
190,Something - Remastered 2009,The Beatles,Pop,2023,0.396,0.338,0.377,133.522,0.198,2.62e-06,0.138,0.0304
191,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,Hip-Hop,2023,0.671,0.939,0.53,129.024,0.191,0.0,0.298,0.161
192,Timber (feat. Ke$ha),Pitbull,Rock,2023,0.581,0.963,0.788,129.992,0.0295,0.0,0.139,0.0981
193,Time of Our Lives,Pitbull,Pop,2023,0.721,0.802,0.724,124.022,0.0921,0.0,0.694,0.0583
194,Feel This Moment (feat. Christina Aguilera),Pitbull,Hip-Hop,2023,0.673,0.758,0.542,135.956,0.039,0.0,0.341,0.158
195,International Love (feat. Chris Brown),Pitbull,Pop,2023,0.67,0.855,0.648,120.05,0.0124,0.0,0.335,0.0499
196,Fireball (feat. John Ryan),Pitbull,Pop,2023,0.761,0.933,0.836,122.959,0.0908,8.53e-05,0.0607,0.056
197,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,Rock,2023,0.592,0.935,0.567,125.013,0.00879,0.0154,0.132,0.0581
198,Hotel Room Service,Pitbull,Hip-Hop,2023,0.85,0.631,0.738,126.002,0.00684,0.000406,0.0679,0.227
199,Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,Rock,2023,0.595,0.912,0.762,128.024,0.0434,0.0,0.259,0.0884
200,HOT,Pitbull,Hip-Hop,2023,0.898,0.677,0.578,130.027,0.0223,0.0,0.35,0.243
201,No Lie,Sean Paul,Pop,2023,0.742,0.882,0.463,102.04,0.0466,0.0,0.206,0.117
202,Temperature,Sean Paul,Pop,2023,0.951,0.6,0.822,125.04,0.106,0.0,0.0712,0.0685
203,Go Down Deh (feat. Shaggy and Sean Paul),Sean Paul,Pop,2023,0.801,0.764,0.578,89.999,0.109,1.62e-05,0.247,0.0986
204,Get Busy,Sean Paul,Pop,2023,0.741,0.824,0.725,100.216,0.614,0.0,0.158,0.0352
205,She Doesn't Mind,Sean Paul,Pop,2023,0.718,0.776,0.622,120.015,0.000624,5.3e-06,0.207,0.0693
206,Give It Up to Me,Sean Paul,Hip-Hop,2023,0.855,0.674,0.578,95.991,0.165,0.0,0.0548,0.314
207,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,Hip-Hop,2023,0.711,0.761,0.718,95.824,0.067,0.0,0.041,0.225
208,I'm Still in Love with You (feat. Sasha),Sean Paul,Hip-Hop,2023,0.765,0.666,0.757,87.002,0.103,0.0,0.116,0.172
209,UP,Sean Paul,Pop,2023,0.812,0.712,0.85,98.029,0.01,0.0,0.108,0.0452
210,Contra La Pared,Sean Paul,Pop,2023,0.828,0.588,0.598,94.052,0.0156,0.0,0.124,0.118
211,Can't Help Falling in Love,Elvis Presley,Folk,2023,0.396,0.293,0.343,100.307,0.941,0.000196,0.105,0.0275
212,Blue Christmas,Elvis Presley,Folk,2023,0.465,0.27,0.58,94.518,0.9,0.00104,0.145,0.0425
213,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,R&B,2023,0.575,0.236,0.829,79.576,0.968,0.0178,0.105,0.0422
214,Suspicious Minds,Elvis Presley,Pop,2023,0.487,0.382,0.714,116.557,0.0422,4.74e-06,0.411,0.0309
215,Burning Love,Elvis Presley,Pop,2023,0.66,0.748,0.972,143.549,0.0993,0.00585,0.283,0.0284
216,Always On My Mind,Elvis Presley,Folk,2023,0.358,0.387,0.495,181.183,0.746,0.0121,0.119,0.0324
217,If I Can Dream,Elvis Presley,Rock,2023,0.325,0.715,0.282,93.914,0.00708,2.79e-05,0.0987,0.0368
218,Jailhouse Rock,Elvis Presley,R&B,2023,0.623,0.537,0.905,166.885,0.332,1.4e-05,0.0963,0.0726
219,In the Ghetto,Elvis Presley,Jazz,2023,0.404,0.266,0.491,88.916,0.716,0.133,0.107,0.0334
220,(You're The) Devil in Disguise,Elvis Presley,Pop,2023,0.481,0.733,0.874,122.903,0.573,1.17e-05,0.108,0.165
