id,track_name,artist_name,genre,year,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness
18780,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Pop,2023,0.655,0.708,0.525,186.017,0.568,0.00117,0.113,0.141
18781,Anya Mmiri,CKay,Pop,2023,0.78,0.388,0.372,126.088,0.158,0.115,0.111,0.0385
18782,Problème,CKay,Hip-Hop,2023,0.768,0.814,0.68,96.931,0.359,0.000848,0.0574,0.189
18783,mmadu,CKay,Electronic,2023,0.713,0.563,0.746,125.144,0.228,0.705,0.119,0.123
18784,"WATAWI (feat. Davido, Focalistic & Abidoza)",CKay,R&B,2023,0.871,0.653,0.51,112.995,0.623,0.403,0.0883,0.0505
18785,Love Nwantiti (Acoustic Version),CKay,R&B,2023,0.586,0.316,0.367,89.967,0.972,0.00364,0.126,0.0345
18786,Llorar y Llorar - con Carin Leon,Mau y Ricky,Hip-Hop,2023,0.62,0.436,0.368,172.854,0.554,0.0,0.0891,0.213
18787,Desconocidos,Mau y Ricky,Hip-Hop,2023,0.719,0.753,0.675,174.107,0.118,4.21e-06,0.212,0.179
18788,Color Esperanza 2020,Mau y Ricky,Rock,2023,0.591,0.785,0.785,106.002,0.161,0.0,0.126,0.161
18789,Ya No Tiene Novio,Mau y Ricky,Hip-Hop,2023,0.632,0.832,0.784,182.184,0.048,0.0,0.0705,0.154
18790,Mal Acostumbrao - con Maria Becerra,Mau y Ricky,Pop,2023,0.86,0.516,0.591,98.005,0.0616,0.0,0.0791,0.145
18791,La Boca,Mau y Ricky,Pop,2023,0.618,0.795,0.76,185.901,0.0655,0.0,0.309,0.113
18792,Prende la Cámara RMX,Mau y Ricky,Pop,2023,0.764,0.711,0.798,91.938,0.112,1.75e-06,0.0698,0.112
18793,La Boca - Remix,Mau y Ricky,Pop,2023,0.691,0.773,0.85,92.992,0.236,0.0,0.329,0.0355
18794,"Mi Mala (feat. Becky G, Leslie Grace & Lali) - Remix",Mau y Ricky,Hip-Hop,2023,0.75,0.619,0.78,172.002,0.0184,0.0,0.13,0.212
18795,La Boca Junta,Mau y Ricky,Pop,2023,0.662,0.834,0.751,154.966,0.51,0.0,0.0677,0.0405
18796,Llamame Bebe,Young Cister,R&B,2023,0.808,0.688,0.351,105.034,0.232,0.0,0.149,0.106
18797,DEBI LLEVARTE FLORES,Young Cister,Pop,2023,0.86,0.654,0.183,110.031,0.12,1.42e-05,0.464,0.0472
18798,GANAS,Young Cister,Pop,2023,0.728,0.643,0.334,99.987,0.124,0.0,0.119,0.0436
18799,LA TERAPIA,Young Cister,Pop,2023,0.811,0.889,0.87,94.005,0.171,0.00035,0.134,0.0617
18800,Caminemos de la Mano,Young Cister,Pop,2023,0.735,0.752,0.647,92.915,0.318,6.89e-06,0.331,0.0855
18801,LA TERAPIA REMIX,Young Cister,Pop,2023,0.743,0.893,0.851,94.044,0.136,1.62e-05,0.552,0.0589
18802,SAMURAI,Young Cister,Pop,2023,0.759,0.918,0.554,126.004,0.173,2.26e-06,0.248,0.0529
18803,SEXTIME,Young Cister,Hip-Hop,2023,0.696,0.799,0.587,196.063,0.162,0.000133,0.0697,0.171
18804,40 GRADOS EN LA CIUDAD,Young Cister,Pop,2023,0.655,0.702,0.446,193.829,0.0575,0.0,0.199,0.101
18805,Casi Amor De Verano,Young Cister,Pop,2023,0.691,0.671,0.515,87.967,0.13,0.000166,0.0736,0.072
18806,Betty (Get Money),Yung Gravy,Pop,2023,0.735,0.783,0.6,102.003,0.00416,2.23e-06,0.35,0.0688
18807,C’est La Vie (with bbno$ & Rich Brian),Yung Gravy,Pop,2023,0.881,0.782,0.774,142.119,0.06,0.0,0.0616,0.0803
18808,oops!,Yung Gravy,Pop,2023,0.886,0.743,0.941,131.902,0.0358,0.000198,0.0511,0.0812
18809,Mr. Clean,Yung Gravy,Hip-Hop,2023,0.758,0.701,0.626,106.74,0.685,6.22e-06,0.114,0.162
18810,Welcome to Chilis,Yung Gravy,Hip-Hop,2023,0.839,0.454,0.804,159.987,0.359,0.0,0.0755,0.157
18811,The Boys Are Back In Town,Yung Gravy,Hip-Hop,2023,0.853,0.701,0.643,155.069,0.212,0.0,0.142,0.34
18812,Gravy Train,Yung Gravy,R&B,2023,0.733,0.622,0.729,143.934,0.324,0.0,0.165,0.14
18813,1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,Hip-Hop,2023,0.79,0.768,0.691,80.029,0.148,0.000947,0.126,0.284
18814,Whip A Tesla,Yung Gravy,Hip-Hop,2023,0.814,0.527,0.54,170.063,0.179,0.000512,0.0767,0.328
18815,shining on my ex,Yung Gravy,Hip-Hop,2023,0.645,0.487,0.618,88.893,0.121,0.0,0.0931,0.352
18816,Mine,Bazzi,Pop,2023,0.71,0.789,0.717,142.929,0.0161,2.77e-06,0.451,0.0722
18817,Fantasy,Bazzi,Pop,2023,0.699,0.668,0.314,144.105,0.154,3.2e-06,0.362,0.0336
18818,I.F.L.Y.,Bazzi,R&B,2023,0.812,0.519,0.554,104.954,0.379,0.0,0.13,0.0385
18819,Paradise,Bazzi,Pop,2023,0.844,0.644,0.591,122.061,0.0828,0.0,0.113,0.0479
18820,Beautiful (feat. Camila Cabello),Bazzi,Pop,2023,0.638,0.717,0.249,100.027,0.346,0.0,0.105,0.0337
18821,Why,Bazzi,R&B,2023,0.676,0.67,0.54,113.01,0.353,0.0,0.103,0.0374
18822,I Like That,Bazzi,Pop,2023,0.665,0.692,0.68,74.474,0.172,0.0,0.191,0.112
18823,Beautiful,Bazzi,R&B,2023,0.666,0.677,0.178,100.014,0.214,0.0,0.0979,0.0326
18824,Myself,Bazzi,R&B,2023,0.745,0.561,0.902,195.918,0.465,1.12e-06,0.0338,0.072
18825,03:15,Bazzi,R&B,2023,0.651,0.654,0.539,141.975,0.385,0.0,0.181,0.0466
18826,Balader,Soolking,Pop,2023,0.603,0.802,0.787,130.121,0.306,5.06e-05,0.124,0.111
18827,Suavemente,Soolking,R&B,2023,0.862,0.696,0.519,140.018,0.326,0.00467,0.0418,0.0538
18828,Mele?im,Soolking,Pop,2023,0.682,0.697,0.57,95.012,0.188,0.0,0.334,0.0757
18829,APRÈS-VOUS MADAME,Soolking,Hip-Hop,2023,0.721,0.726,0.439,133.122,0.216,8.81e-05,0.116,0.278
18830,Zemër,Soolking,Pop,2023,0.782,0.864,0.941,156.989,0.299,0.0,0.0876,0.053
18831,Bebeto,Soolking,Hip-Hop,2023,0.851,0.712,0.891,110.965,0.462,1.03e-05,0.133,0.154
18832,"Va bene (feat. Tayc, Soolking, Jul & Naza)",Soolking,R&B,2023,0.865,0.59,0.858,126.954,0.308,0.0,0.0943,0.0451
18833,Baila,Soolking,Pop,2023,0.678,0.832,0.887,191.979,0.287,0.000308,0.0678,0.148
18834,Askim,Soolking,Pop,2023,0.778,0.708,0.487,98.013,0.0914,0.0,0.127,0.0612
18835,LOKOTRON REMIX,Pablo Chill-E,R&B,2023,0.844,0.53,0.746,92.008,0.276,9.46e-05,0.123,0.146
18836,"34 Amor y Mafia REMIX (feat. El Jincho, Camin, Harry Nach & Pedro Calderon)",Pablo Chill-E,Pop,2023,0.862,0.83,0.835,94.033,0.14,0.0,0.0901,0.0537
18837,Hablamos Mañana,Pablo Chill-E,Pop,2023,0.683,0.677,0.514,156.019,0.0869,0.0,0.0998,0.0469
18838,Vibras,Pablo Chill-E,Hip-Hop,2023,0.755,0.634,0.834,173.845,0.811,0.0,0.0852,0.298
18839,Honey,Pablo Chill-E,R&B,2023,0.888,0.571,0.616,111.968,0.287,1.38e-06,0.567,0.111
18840,Ayúdame a Imaginar,Pablo Chill-E,Pop,2023,0.884,0.727,0.459,121.022,0.301,0.745,0.136,0.0504
18841,"FULL PIOLI 2.O (feat. Julianno Sosa, El Jordan 23, King Savagge, Polima West Coast, Drago200, Jairo Vera, Galee Galee, Best)",Pablo Chill-E,Hip-Hop,2023,0.84,0.784,0.722,94.964,0.196,0.0,0.0754,0.199
18842,Goteo - Remix,Pablo Chill-E,Pop,2023,0.675,0.814,0.544,147.964,0.182,0.0,0.451,0.0417
18843,Perdoname,Pablo Chill-E,Hip-Hop,2023,0.888,0.613,0.57,127.062,0.333,1.07e-06,0.158,0.187
18844,MY BLOOD,Pablo Chill-E,Pop,2023,0.649,0.65,0.399,159.969,0.11,0.0,0.0839,0.0623
18845,2 Baddies,NCT 127,Rock,2023,0.596,0.921,0.529,171.96,0.153,0.0,0.0922,0.258
18846,Cherry Bomb,NCT 127,Hip-Hop,2023,0.713,0.603,0.799,78.027,0.000759,5.51e-06,0.0453,0.287
18847,Favorite (Vampire),NCT 127,Rock,2023,0.561,0.758,0.178,149.944,0.000831,3.08e-06,0.15,0.0478
18848,Kick It,NCT 127,Pop,2023,0.681,0.847,0.507,167.031,0.0306,0.0,0.0808,0.0869
18849,So Am I (feat. NCT 127),NCT 127,Pop,2023,0.678,0.678,0.55,130.05,0.0461,0.0,0.0751,0.0438
18850,Regular - English Version,NCT 127,Pop,2023,0.741,0.747,0.831,134.039,0.263,5.15e-06,0.266,0.0956
18851,Back 2 U (AM 01:27),NCT 127,Pop,2023,0.648,0.754,0.375,105.034,0.548,0.0,0.145,0.0658
18852,Sticker,NCT 127,Pop,2023,0.527,0.769,0.719,156.032,0.311,0.0,0.742,0.28
18853,Baby Don’t Like It ?? ?,NCT 127,Hip-Hop,2023,0.699,0.555,0.374,96.711,0.131,0.0,0.113,0.195
18854,Designer,NCT 127,Pop,2023,0.706,0.906,0.517,92.965,0.0978,0.0,0.111,0.0932
18855,I Feel Like I'm Drowning,Two Feet,R&B,2023,0.717,0.577,0.235,104.927,0.708,0.00428,0.0899,0.0491
18856,Go Fuck Yourself,Two Feet,Hip-Hop,2023,0.765,0.327,0.292,74.931,0.571,0.0479,0.0787,0.277
18857,Love Is a Bitch,Two Feet,R&B,2023,0.532,0.178,0.103,149.879,0.614,0.14,0.0985,0.0541
18858,Had Some Drinks,Two Feet,Pop,2023,0.825,0.304,0.3,84.927,0.14,0.000498,0.147,0.101
18859,Quick Musical Doodles,Two Feet,Hip-Hop,2023,0.688,0.349,0.433,169.773,0.241,0.685,0.374,0.27
18860,I Want It,Two Feet,Rock,2023,0.576,0.794,0.515,122.001,0.164,0.00104,0.257,0.0435
18861,Twisted,Two Feet,R&B,2023,0.563,0.281,0.384,135.305,0.91,2.44e-05,0.243,0.0643
18862,Her Life,Two Feet,R&B,2023,0.74,0.415,0.153,89.997,0.288,0.534,0.103,0.0594
18863,You?,Two Feet,Rock,2023,0.561,0.781,0.211,104.956,0.193,0.0283,0.088,0.052
18864,Tell Me The Truth,Two Feet,Pop,2023,0.612,0.602,0.0972,80.025,0.118,0.00151,0.12,0.0269
18865,Nobody But You,Jorja Smith,R&B,2023,0.637,0.299,0.364,83.872,0.742,0.0,0.359,0.0366
18866,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Jorja Smith,Pop,2023,0.881,0.661,0.965,124.023,0.098,0.0187,0.101,0.0343
18867,Be Honest (feat. Burna Boy),Jorja Smith,Pop,2023,0.757,0.737,0.635,98.057,0.311,0.0,0.113,0.114
18868,Come Over (Remix),Jorja Smith,Hip-Hop,2023,0.638,0.676,0.688,88.903,0.402,1.07e-06,0.171,0.22
18869,Blue Lights,Jorja Smith,Hip-Hop,2023,0.692,0.57,0.309,91.917,0.666,0.0,0.107,0.185
18870,On My Mind (Jorja Smith X Preditah),Jorja Smith,Hip-Hop,2023,0.71,0.662,0.755,130.037,0.42,0.0,0.0723,0.175
18871,Come Over (feat. Popcaan),Jorja Smith,Hip-Hop,2023,0.702,0.652,0.524,178.011,0.0608,2.21e-06,0.277,0.318
18872,Don't Watch Me Cry,Jorja Smith,R&B,2023,0.559,0.157,0.348,130.877,0.887,0.0,0.107,0.0414
18873,Teenage Fantasy,Jorja Smith,Pop,2023,0.583,0.677,0.495,176.119,0.47,0.193,0.43,0.439
18874,Addicted,Jorja Smith,Pop,2023,0.453,0.507,0.153,134.023,0.241,0.0107,0.16,0.0519
18875,Just Pretend,Bad Omens,Rock,2023,0.457,0.834,0.201,140.032,0.00252,0.00125,0.1,0.0817
18876,Like A Villain,Bad Omens,Rock,2023,0.456,0.915,0.403,154.946,0.000696,9.95e-05,0.428,0.206
18877,THE DEATH OF PEACE OF MIND,Bad Omens,Rock,2023,0.469,0.713,0.267,154.994,0.0869,0.000188,0.129,0.0461
18878,Nowhere To Go,Bad Omens,Rock,2023,0.419,0.957,0.457,174.094,0.000774,0.0,0.175,0.136
18879,Limits,Bad Omens,Rock,2023,0.312,0.968,0.3,103.005,0.000305,4.37e-05,0.113,0.418
18880,ARTIFICIAL SUICIDE,Bad Omens,Rock,2023,0.562,0.897,0.283,95.02,0.000251,0.000229,0.237,0.195
18881,CONCRETE JUNGLE,Bad Omens,Rock,2023,0.552,0.841,0.444,91.964,0.00102,0.00423,0.0697,0.0402
18882,The Grey,Bad Omens,Rock,2023,0.467,0.915,0.51,95.043,0.000853,6.82e-05,0.125,0.0684
18883,The Worst In Me,Bad Omens,Rock,2023,0.43,0.945,0.276,170.052,0.0011,5.4e-05,0.311,0.102
18884,Dethrone,Bad Omens,Rock,2023,0.283,0.935,0.419,111.884,1.59e-05,0.0057,0.073,0.142
18885,Porfa no te vayas,Beret,Pop,2023,0.589,0.853,0.792,171.976,0.371,0.0,0.137,0.0581
18886,Diablo,Beret,Rock,2023,0.542,0.871,0.557,134.983,0.051,0.0,0.195,0.0456
18887,Vuelve,Beret,R&B,2023,0.692,0.49,0.255,155.834,0.47,0.0,0.109,0.0464
18888,Ojalá,Beret,Hip-Hop,2023,0.615,0.622,0.449,77.28,0.328,0.0,0.162,0.209
18889,Me vas a ver,Beret,R&B,2023,0.536,0.287,0.701,78.253,0.867,0.0,0.101,0.103
18890,Lo siento,Beret,Folk,2023,0.362,0.42,0.284,77.077,0.655,0.0,0.133,0.0582
18891,AYNEA REMIX,Beret,Pop,2023,0.618,0.499,0.445,171.924,0.0437,0.0,0.224,0.0952
18892,Mirando a la luna (feat. Reik),Beret,R&B,2023,0.544,0.612,0.423,84.942,0.258,0.0,0.0973,0.0384
18893,Tú y yo,Beret,Pop,2023,0.661,0.75,0.668,93.051,0.0571,1.03e-06,0.251,0.0693
18894,Bad Memories (feat. Elley Duhé & FAST BOY),James Carter,Pop,2023,0.607,0.767,0.662,123.998,0.118,0.0,0.122,0.0474
18895,Bad Memories - Felix Jaehn Remix,James Carter,Hip-Hop,2023,0.671,0.791,0.383,138.032,0.0454,0.0185,0.0354,0.215
18896,Body Language,James Carter,Pop,2023,0.662,0.798,0.518,122.964,0.0236,0.00272,0.0858,0.0668
18897,Tell Me,James Carter,Pop,2023,0.776,0.824,0.771,125.027,0.0871,0.0538,0.184,0.039
18898,Heaven,James Carter,Pop,2023,0.737,0.849,0.675,115.993,0.0201,7.21e-05,0.132,0.035
18899,Bad Memories - Acoustic,James Carter,R&B,2023,0.636,0.518,0.639,124.014,0.841,0.000442,0.14,0.0295
18900,Bad Memories ft Elley Duhe and FAST BOY - David Guetta Remix,James Carter,Rock,2023,0.387,0.827,0.135,125.001,0.0621,0.012,0.0737,0.0471
18901,Almost Love (feat. Dominic Neill),James Carter,Pop,2023,0.868,0.753,0.855,116.039,0.317,0.000495,0.145,0.0429
18902,Crazy What Love Can Do - James Carter Remix,James Carter,Pop,2023,0.728,0.838,0.577,123.07,0.00923,0.000531,0.114,0.0511
18903,Kings & Queens - James Carter Remix,James Carter,Pop,2023,0.718,0.866,0.646,126.001,0.0048,5.64e-05,0.226,0.0403
18904,The Astronaut,JIN,Rock,2023,0.54,0.761,0.215,124.988,0.00446,2.5e-06,0.137,0.0311
18905,Super Tuna,JIN,Hip-Hop,2023,0.636,0.965,0.44,165.015,0.00407,3.19e-06,0.0743,0.199
18906,Yours,JIN,Pop,2023,0.488,0.427,0.157,72.035,0.354,0.0,0.0797,0.0382
18907,It's Definitely You,JIN,Pop,2023,0.737,0.731,0.761,94.999,0.241,0.0,0.087,0.0706
18908,Abyss,JIN,Folk,2023,0.434,0.506,0.346,143.776,0.535,0.0,0.163,0.0317
18909,Tonight,JIN,R&B,2023,0.603,0.418,0.346,77.457,0.673,0.0,0.132,0.0441
18910,It's Definitely You - Instrumental,JIN,Electronic,2023,0.613,0.727,0.795,95.016,0.000596,0.832,0.0863,0.0381
18911,Yours - Instrumental,JIN,Pop,2023,0.406,0.336,0.039,72.002,0.0187,0.839,0.0853,0.0294
18912,Paninindigan Kita,Ben&Ben,Pop,2023,0.624,0.596,0.75,113.204,0.107,0.0,0.357,0.0308
18913,Kathang Isip,Ben&Ben,Folk,2023,0.491,0.314,0.295,126.921,0.776,4.76e-06,0.152,0.0301
18914,Sa Susunod na Habang Buhay,Ben&Ben,Pop,2023,0.311,0.342,0.274,177.158,0.432,1.93e-06,0.114,0.032
18915,Araw-Araw,Ben&Ben,Folk,2023,0.475,0.424,0.224,140.903,0.582,0.0,0.234,0.0295
18916,Leaves,Ben&Ben,Folk,2023,0.447,0.16,0.205,118.313,0.913,0.0,0.0891,0.0372
18917,The Ones We Once Loved,Ben&Ben,Folk,2023,0.427,0.301,0.163,117.241,0.673,0.0,0.232,0.0308
18918,Pagtingin,Ben&Ben,R&B,2023,0.669,0.42,0.523,95.049,0.506,0.0,0.404,0.0253
18919,Maybe The Night,Ben&Ben,Pop,2023,0.572,0.522,0.498,74.05,0.113,4.91e-05,0.114,0.0367
18920,Make It With You,Ben&Ben,R&B,2023,0.558,0.458,0.342,86.877,0.7,2.11e-05,0.186,0.0485
18921,Lifetime,Ben&Ben,Pop,2023,0.386,0.657,0.401,179.998,0.292,1.05e-05,0.393,0.0316
18922,Ya Acabo,Marca MP,R&B,2023,0.673,0.326,0.672,133.309,0.696,3.73e-06,0.103,0.0348
18923,El Güero (Feat. Marca MP),Marca MP,R&B,2023,0.625,0.554,0.846,111.911,0.417,0.0,0.305,0.0618
18924,Ya acabó - Con Becky G,Marca MP,R&B,2023,0.612,0.44,0.683,133.872,0.762,2.56e-06,0.0858,0.034
18925,Recuerda,Marca MP,Folk,2023,0.434,0.207,0.435,181.204,0.877,8.01e-05,0.118,0.035
18926,Te Apuesto - En vivo,Marca MP,R&B,2023,0.724,0.357,0.69,141.159,0.432,0.0,0.12,0.0715
18927,Tu,Marca MP,R&B,2023,0.518,0.409,0.764,72.338,0.444,0.0,0.194,0.0492
18928,Mil Gracias Por Existir,Marca MP,R&B,2023,0.552,0.263,0.858,130.698,0.737,0.0,0.491,0.0454
18929,Soy Alegre,Marca MP,R&B,2023,0.793,0.509,0.946,157.387,0.462,0.000205,0.0544,0.0553
18930,Me Estoy Enamorando - en Vivo,Marca MP,R&B,2023,0.672,0.406,0.909,155.722,0.671,0.000258,0.308,0.0382
18931,Dicen Que Soy Bélico (En Vivo),Marca MP,Pop,2023,0.794,0.807,0.787,117.893,0.324,4.88e-05,0.145,0.0397
18932,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,R&B,2023,0.778,0.632,0.498,122.104,0.274,0.0,0.0915,0.0493
18933,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,Pop,2023,0.621,0.782,0.55,128.033,0.0125,0.033,0.23,0.044
18934,"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,Pop,2023,0.535,0.874,0.323,140.006,0.371,0.0,0.192,0.137
18935,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,Hip-Hop,2023,0.657,0.821,0.752,96.561,0.459,0.0,0.103,0.32
18936,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,Pop,2023,0.82,0.752,0.423,127.999,0.0584,0.00417,0.628,0.0648
18937,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,R&B,2023,0.783,0.524,0.839,117.496,0.241,0.0,0.271,0.0554
18938,Sin Frenos,Bizarrap,Pop,2023,0.657,0.702,0.75,145.022,0.0723,0.0,0.188,0.0482
18939,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,Rock,2023,0.527,0.91,0.329,95.943,0.25,0.0,0.0857,0.122
18940,Bottas,Bizarrap,Hip-Hop,2023,0.907,0.644,0.721,123.979,0.392,0.0,0.543,0.353
18941,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,Pop,2023,0.553,0.819,0.761,87.913,0.368,1.36e-05,0.0915,0.257
18942,As It Was,Harry Styles,Pop,2023,0.52,0.731,0.662,173.93,0.342,0.00101,0.311,0.0557
18943,Late Night Talking,Harry Styles,Pop,2023,0.714,0.728,0.901,114.996,0.298,0.0,0.106,0.0468
18944,Watermelon Sugar,Harry Styles,Rock,2023,0.548,0.816,0.557,95.39,0.122,0.0,0.335,0.0465
18945,Adore You,Harry Styles,Pop,2023,0.676,0.771,0.569,99.048,0.0237,7e-06,0.102,0.0483
18946,Falling,Harry Styles,R&B,2023,0.567,0.267,0.0592,110.011,0.839,1.46e-06,0.089,0.0299
18947,Sign of the Times,Harry Styles,Pop,2023,0.516,0.595,0.222,119.972,0.0275,0.0,0.109,0.0313
18948,Matilda,Harry Styles,R&B,2023,0.507,0.294,0.386,114.199,0.896,1.97e-05,0.0966,0.04
18949,Music For a Sushi Restaurant,Harry Styles,Pop,2023,0.72,0.715,0.357,107.041,0.258,0.0568,0.107,0.04
18950,Satellite,Harry Styles,Pop,2023,0.576,0.457,0.301,138.984,0.143,3.05e-05,0.0917,0.0304
18951,Golden,Harry Styles,Rock,2023,0.448,0.838,0.254,139.863,0.21,0.000131,0.131,0.0557
18952,Drip Too Hard (Lil Baby & Gunna),Lil Baby,Hip-Hop,2023,0.897,0.662,0.389,112.511,0.0852,0.0,0.534,0.292
18953,Freestyle,Lil Baby,R&B,2023,0.877,0.517,0.255,119.996,0.217,0.0,0.143,0.0706
18954,Wants and Needs (feat. Lil Baby),Lil Baby,Pop,2023,0.578,0.449,0.1,136.006,0.0618,2.17e-06,0.119,0.286
18955,Pure Cocaine,Lil Baby,Hip-Hop,2023,0.964,0.487,0.107,127.05,0.00127,6.57e-06,0.115,0.421
18956,Yes Indeed,Lil Baby,Hip-Hop,2023,0.963,0.346,0.562,119.957,0.0355,0.0,0.108,0.53
18957,California Breeze,Lil Baby,Hip-Hop,2023,0.738,0.666,0.215,161.734,0.00361,0.0,0.107,0.455
18958,Girls Want Girls (with Lil Baby),Lil Baby,Hip-Hop,2023,0.767,0.438,0.381,86.975,0.181,0.0,0.142,0.29
18959,p r i d e . i s . t h e . d e v i l (with Lil Baby),Lil Baby,Hip-Hop,2023,0.861,0.656,0.331,88.967,0.104,0.0,0.0986,0.425
18960,On Me,Lil Baby,Hip-Hop,2023,0.856,0.564,0.483,77.972,0.00327,0.0,0.134,0.392
18961,Baby (Lil Baby feat. DaBaby),Lil Baby,Hip-Hop,2023,0.97,0.463,0.46,108.003,0.0957,0.0,0.151,0.366
18962,THE LONELIEST,Måneskin,Pop,2023,0.525,0.599,0.226,129.841,0.00151,0.0,0.0762,0.0281
18963,Beggin',Måneskin,Pop,2023,0.714,0.8,0.589,134.002,0.127,0.0,0.359,0.0504
18964,I WANNA BE YOUR SLAVE,Måneskin,Pop,2023,0.75,0.608,0.958,132.507,0.00165,0.0,0.178,0.0387
18965,SUPERMODEL,Måneskin,Pop,2023,0.634,0.877,0.801,120.965,0.00159,0.0,0.119,0.055
18966,GOSSIP (feat. Tom Morello),Måneskin,Pop,2023,0.704,0.819,0.914,139.921,0.00176,0.0,0.094,0.0626
18967,BABY SAID,Måneskin,Pop,2023,0.622,0.715,0.607,131.012,0.000982,0.0,0.0796,0.0323
18968,ZITTI E BUONI,Måneskin,Pop,2023,0.625,0.939,0.644,102.999,0.00138,0.0,0.424,0.0669
18969,CORALINE,Måneskin,Pop,2023,0.363,0.678,0.321,162.124,0.0299,0.0,0.324,0.0995
18970,TIMEZONE,Måneskin,Pop,2023,0.262,0.585,0.272,74.832,0.00275,0.0,0.0614,0.0366
18971,OWN MY MIND,Måneskin,Pop,2023,0.684,0.759,0.687,114.014,0.000902,0.000179,0.0486,0.0259
18972,CASE 143,Stray Kids,Hip-Hop,2023,0.812,0.89,0.69,100.006,0.0961,0.0,0.0222,0.209
18973,MANIAC,Stray Kids,Rock,2023,0.581,0.8,0.709,119.872,0.154,0.0,0.0697,0.411
18974,God’s Menu,Stray Kids,Pop,2023,0.689,0.771,0.482,157.052,0.00776,0.0,0.521,0.0548
18975,Thunderous,Stray Kids,Hip-Hop,2023,0.601,0.786,0.79,172.156,0.213,0.0,0.209,0.234
18976,"TASTE (Lee Know, Hyunjin, Felix)",Stray Kids,Pop,2023,0.626,0.623,0.123,140.209,0.0559,0.0,0.199,0.0653
18977,"Red Lights (Bang Chan, Hyunjin)",Stray Kids,Pop,2023,0.707,0.74,0.336,127.974,0.179,0.0,0.612,0.0509
18978,Back Door,Stray Kids,Hip-Hop,2023,0.82,0.842,0.653,107.952,0.157,0.0,0.112,0.272
18979,Charmer,Stray Kids,Pop,2023,0.786,0.762,0.731,90.963,0.0524,1.04e-05,0.0971,0.0519
18980,FAM (Korean Ver.),Stray Kids,Pop,2023,0.914,0.805,0.349,105.003,0.0894,2.57e-06,0.0668,0.132
18981,Deep end (Felix),Stray Kids,Folk,2023,0.485,0.223,0.257,113.541,0.879,0.0,0.15,0.06
18982,LA INOCENTE,Mora,Pop,2023,0.757,0.789,0.464,91.911,0.307,0.0,0.0717,0.0583
18983,MEMORIAS,Mora,Pop,2023,0.771,0.707,0.317,127.963,0.389,0.0,0.0745,0.055
18984,LACONE,Mora,Pop,2023,0.798,0.718,0.727,126.01,0.263,0.0,0.142,0.0443
18985,APA,Mora,Hip-Hop,2023,0.757,0.738,0.753,120.091,0.712,9.67e-06,0.198,0.22
18986,Volando - Remix,Mora,R&B,2023,0.659,0.688,0.632,153.979,0.207,0.0,0.113,0.0673
18987,COMO HAS ESTAU?,Mora,R&B,2023,0.793,0.62,0.917,111.979,0.309,0.0,0.121,0.0462
18988,Una Vez,Mora,Pop,2023,0.55,0.598,0.543,83.836,0.132,2.58e-06,0.0955,0.0831
18989,DOMINGO DE BOTE,Mora,Pop,2023,0.813,0.772,0.443,119.99,0.121,0.0,0.0886,0.117
18990,TUS LÁGRIMAS,Mora,Hip-Hop,2023,0.683,0.714,0.448,173.963,0.181,1e-06,0.111,0.252
18991,512,Mora,R&B,2023,0.818,0.673,0.695,87.961,0.348,0.0,0.172,0.148
18992,Bebe Dame,Fuerza Regida,R&B,2023,0.529,0.602,0.756,157.643,0.299,0.0,0.0716,0.0458
18993,Billete Grande (En Vivo),Fuerza Regida,R&B,2023,0.751,0.601,0.56,100.994,0.533,0.0,0.377,0.0828
18994,Ch y la Pizza,Fuerza Regida,R&B,2023,0.628,0.668,0.845,148.746,0.329,0.0,0.139,0.117
18995,911 - En Vivo,Fuerza Regida,R&B,2023,0.641,0.517,0.642,127.902,0.528,0.0,0.136,0.0673
18996,Me Acostumbre A Lo Bueno,Fuerza Regida,Pop,2023,0.715,0.739,0.963,101.611,0.578,0.0,0.0887,0.041
18997,Mi Terre CLN,Fuerza Regida,Hip-Hop,2023,0.723,0.697,0.858,159.01,0.161,0.0,0.0814,0.215
18998,No Le Aflojo,Fuerza Regida,Pop,2023,0.698,0.687,0.773,116.765,0.195,0.0,0.0829,0.0501
18999,Se Acabo (En Vivo),Fuerza Regida,Folk,2023,0.593,0.364,0.652,83.133,0.515,0.0,0.348,0.175
19000,Me Tocó Morir,Fuerza Regida,R&B,2023,0.723,0.617,0.973,150.075,0.421,0.0,0.109,0.0497
19001,Igualito a Mi Apá,Fuerza Regida,Pop,2023,0.758,0.812,0.795,144.908,0.188,0.0,0.0564,0.0854
